id,status,observacao
001,CONCLUÍDA,
002,CONCLUÍDA,
003,CONCLUÍDA,
004,CONCLUÍDA,
005,CONCLUÍDA,
006,CONCLUÍDA,
007,CONCLUÍDA,
008,CONCLUÍDA,
009,CONCLUÍDA,
010,CONCLUÍDA,
011,CONCLUÍDA,
012,CONCLUÍDA,
013,IMPEDIDA,Dependência externa indisponível
014,CONCLUÍDA,
015,CONCLUÍDA,
016,CONCLUÍDA,
017,CONCLUÍDA,
018,CONCLUÍDA,
019,CONCLUÍDA,
020,CONCLUÍDA,
021,CONCLUÍDA,
022,CONCLUÍDA,
023,CONCLUÍDA,
024,CONCLUÍDA,
025,CONCLUÍDA,
026,IMPEDIDA,Ambiguidade de requisitos
027,CONCLUÍDA,
028,CONCLUÍDA,
029,CONCLUÍDA,
030,CONCLUÍDA,
031,CONCLUÍDA,
032,CONCLUÍDA,
033,CONCLUÍDA,
034,CONCLUÍDA,
035,CONCLUÍDA,
036,CONCLUÍDA,
037,CONCLUÍDA,
038,CONCLUÍDA,
039,IMPEDIDA,Permissão insuficiente (acesso)
040,CONCLUÍDA,
041,CONCLUÍDA,
042,CONCLUÍDA,
043,CONCLUÍDA,
044,CONCLUÍDA,
045,CONCLUÍDA,
046,CONCLUÍDA,
047,CONCLUÍDA,
048,CONCLUÍDA,
049,CONCLUÍDA,
050,CONCLUÍDA,
051,CONCLUÍDA,
052,IMPEDIDA,Conflito com decisão DECISAO-002
053,CONCLUÍDA,
054,CONCLUÍDA,
055,CONCLUÍDA,
056,CONCLUÍDA,
057,CONCLUÍDA,
058,CONCLUÍDA,
059,CONCLUÍDA,
060,CONCLUÍDA,
061,CONCLUÍDA,
062,CONCLUÍDA,
063,CONCLUÍDA,
064,CONCLUÍDA,
065,IMPEDIDA,Falha em integração cross-repo
066,CONCLUÍDA,
067,CONCLUÍDA,
068,CONCLUÍDA,
069,CONCLUÍDA,
070,CONCLUÍDA,
071,CONCLUÍDA,
072,CONCLUÍDA,
073,CONCLUÍDA,
074,CONCLUÍDA,
075,CONCLUÍDA,
076,CONCLUÍDA,
077,CONCLUÍDA,
078,IMPEDIDA,Dados de teste inexistentes
079,CONCLUÍDA,
080,CONCLUÍDA,
081,CONCLUÍDA,
082,CONCLUÍDA,
083,CONCLUÍDA,
084,CONCLUÍDA,
085,CONCLUÍDA,
086,CONCLUÍDA,
087,CONCLUÍDA,
088,CONCLUÍDA,
089,CONCLUÍDA,
090,CONCLUÍDA,
091,IMPEDIDA,Erro de parsing de schema
092,CONCLUÍDA,
093,CONCLUÍDA,
094,CONCLUÍDA,
095,CONCLUÍDA,
096,CONCLUÍDA,
097,CONCLUÍDA,
098,CONCLUÍDA,
099,CONCLUÍDA,
100,CONCLUÍDA,
101,CONCLUÍDA,
102,CONCLUÍDA,
103,CONCLUÍDA,
104,IMPEDIDA,Dependência externa indisponível
105,CONCLUÍDA,
106,CONCLUÍDA,
107,CONCLUÍDA,
108,CONCLUÍDA,
109,CONCLUÍDA,
110,CONCLUÍDA,
111,CONCLUÍDA,
112,CONCLUÍDA,
113,CONCLUÍDA,
114,CONCLUÍDA,
115,CONCLUÍDA,
116,CONCLUÍDA,
117,IMPEDIDA,Ambiguidade de requisitos
118,CONCLUÍDA,
119,CONCLUÍDA,
120,CONCLUÍDA,
121,CONCLUÍDA,
122,CONCLUÍDA,
123,CONCLUÍDA,
124,CONCLUÍDA,
125,CONCLUÍDA,
126,CONCLUÍDA,
127,CONCLUÍDA,
128,CONCLUÍDA,
129,CONCLUÍDA,
130,IMPEDIDA,Permissão insuficiente (acesso)
131,CONCLUÍDA,
132,CONCLUÍDA,
133,CONCLUÍDA,
134,CONCLUÍDA,
135,CONCLUÍDA,
136,CONCLUÍDA,
137,CONCLUÍDA,
138,CONCLUÍDA,
139,CONCLUÍDA,
140,CONCLUÍDA,
141,CONCLUÍDA,
142,CONCLUÍDA,
143,IMPEDIDA,Conflito com decisão DECISAO-002
144,CONCLUÍDA,
145,CONCLUÍDA,
146,CONCLUÍDA,
147,CONCLUÍDA,
148,CONCLUÍDA,
149,CONCLUÍDA,
150,CONCLUÍDA,
